pid,Assembly_No,Poll_No,Year,Candidate,State_Name,Constituency_Name,Party,Last_Party,Votes,Sex,Position,Contested,No_Mandates,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,MyNeta_age,Terms,Terms_Contested
GEAP20733,5,0,1971,GOGINENI SATYANARAYANA RAO,Andhra_Pradesh,KHAMMAM,NCO,"",4246,F,6,1,0,FALSE,FALSE,1.14,0,0,,,1
GEAP20736,5,0,1971,CHEKURI KASAIAH,Andhra_Pradesh,KHAMMAM,TPS,"",121369,M,2,1,0,FALSE,FALSE,32.53,29357,7.87,,,1
GEAP20741,5,0,1971,B. DHARMA BIKSHAM,Andhra_Pradesh,NALGONDA,CPI,"",78047,M,3,1,0,FALSE,FALSE,24.82,70252,22.34,,,1
GEAP20742,5,0,1971,VEDIRE NARSIMHA REDDY,Andhra_Pradesh,NALGONDA,INC,"",106306,M,2,1,0,FALSE,FALSE,33.81,28259,8.99,,,1
GEAP20743,5,0,1971,KANCHERLA RAM KRISHNA REDDY,Andhra_Pradesh,NALGONDA,TPS,"",111704,M,1,1,1,FALSE,FALSE,35.53,5398,1.72,,1,1
GEAP20744,5,0,1971,KEESARA JITHENDER REDDY,Andhra_Pradesh,MIRYALGUDA,TPS,"",107515,M,2,1,0,FALSE,FALSE,32.46,19115,5.77,,,1
GEAP20745,5,0,1971,BHIMREDDY NARSIMHA REDDY,Andhra_Pradesh,MIRYALGUDA,CPM,"",115199,M,1,1,1,FALSE,FALSE,34.78,7684,2.32,,1,1
GEAP21019,5,0,1971,NEELAM SANJEEVA REDDY,Andhra_Pradesh,ANANTAPUR,NCO,INC,111644,M,2,2,1,TRUE,TRUE,34.87,103785,32.41,,1,2
GEAP21019,4,0,1967,S. R. NEELAM,Andhra_Pradesh,HINDUPUR,INC,"",144438,M,1,2,1,FALSE,FALSE,47.13,42236,13.78,,1,2
GEAP21020,5,0,1971,ANTONY REDDI PONNAPATI,Andhra_Pradesh,ANANTAPUR,INC,INC,200701,M,1,2,2,FALSE,TRUE,62.68,89057,27.81,,2,2
GEAP21020,4,0,1967,P. A. REDDY,Andhra_Pradesh,ANANTAPUR,INC,"",135685,M,1,2,2,FALSE,FALSE,40.59,62614,18.73,,2,2
GEAP21023,5,0,1971,Y. GADIINGANA GOWDU,Andhra_Pradesh,KURNOOL,SWA,"",29344,M,2,1,0,FALSE,FALSE,9.45,25110,8.08,,,1
GEAP21024,5,0,1971,KODANDA RAMI REDDY,Andhra_Pradesh,KURNOOL,INC,"",270697,M,1,1,1,FALSE,FALSE,87.15,241353,77.7,,1,1
GEAP21029,5,0,1971,KANALA ANKI REDDY,Andhra_Pradesh,NANDYAL,NCO,"",95284,M,2,1,0,FALSE,FALSE,27.94,79947,23.44,,,1
GEAP21033,5,0,1971,P. MAHENDRANATH,Andhra_Pradesh,NAGARKURNOOL,INC,"",104381,M,2,1,0,FALSE,FALSE,39.38,98488,37.16,,,1
GEAP21044,5,0,1971,BADR-UD-DINTYABJI,Andhra_Pradesh,HYDERABAD,IND,"",85529,M,2,1,0,FALSE,FALSE,36.3,81205,34.46,,,1
GEAP21051,5,0,1971,BADRIVISHAL PITTI,Andhra_Pradesh,SECUNDERABAD,SSP,"",27823,M,3,1,0,FALSE,FALSE,12.83,25546,11.78,,,1
GEAP21059,5,0,1971,K. L. NARAYAN,Andhra_Pradesh,SECUNDERABAD,INC,"",74977,M,2,1,0,FALSE,FALSE,34.58,47154,21.75,,,1
GEAP21061,5,0,1971,M. M. HASHIM,Andhra_Pradesh,SECUNDERABAD,TPS,"",98620,M,1,1,1,FALSE,FALSE,45.49,23643,10.9,,1,1
